"paragraph","message","polarity_class","polarity_score","emotion"
"অনাদেরকে ১০০ % দোষী সাব্যস্ত করার পূর্বে প্রধান হোতার বিচার করা দরকার। ওনারা সহজ এ কাজ করেন আর একজন ওয়ার্কার ডিপার্টমেন্ট এর অর্ডার ছাড়া এটা কিভাবে করতে পারে। তাহলে সহজ এর ম্যানেজমেন্ট এতটা খারাপ ! কে টিকেট এর মূল্য নির্ধারণ করেন ? ওনাদের কাজ কি ছিল ?","","stronglyNegative",-0.9156633615493774,"{""neutral"":0.001915503409691155,""happy"":0.0030315136536955833,""anger/disgust"":0.9634513258934021,""sadness"":0.13729576766490936,""surprise"":0.0265403613448143,""fear"":0.016662687063217163}"
"অনুন্নত দেশের বাস্তব চিএ। অসহায় জনগণের সাথে গরু ছাগলের মত ব্যবহার করা হয়। এমন দেশটি কোথাও খুঁজে পাবে নাকো তুমি।","","stronglyNegative",-0.9996011972427368,"{""neutral"":0.001512025948613882,""happy"":0.0014619713183492422,""anger/disgust"":0.5568466782569885,""sadness"":0.9207006096839905,""surprise"":0.004411679692566395,""fear"":0.01097504235804081}"
"অনেক অগ্রগতি হয়েছে।আগে ৩৬/৪৬ ঘন্টা পর পাওয়া যেত।😃😀😄","","weaklyPositive",0.5988124847412111,"{""neutral"":0.07195717096328735,""happy"":0.9371770620346069,""anger/disgust"":0.002670529531314969,""sadness"":0.028942832723259926,""surprise"":0.04781515896320343,""fear"":0.005379865411669016}"
"অনেক এগিয়ে গিয়েছে দেশ।","","stronglyPositive",0.9999393939971926,"{""neutral"":0.0001928112469613552,""happy"":0.9996436834335327,""anger/disgust"":0.00023545754083897918,""sadness"":0.00039340154035016894,""surprise"":0.00058512989198789,""fear"":0.00001751823947415687}"
"অনেক কষ্ট😥","","stronglyPositive",0.9774160623550416,"{""neutral"":0.09255597740411758,""happy"":0.9375614523887634,""anger/disgust"":0.00112761533819139,""sadness"":0.0015769333112984896,""surprise"":0.001497291261330247,""fear"":0.00030095933470875025}"
"অনেক কষ্টে পাইছি.....😪","","stronglyNegative",-0.9258674621582031,"{""neutral"":0.0038173070643097162,""happy"":0.555950403213501,""anger/disgust"":0.0003863472957164049,""sadness"":0.9435335993766785,""surprise"":0.0015582668129354715,""fear"":0.001288559753447771}"
"অনেক গুরুত্বপূর্ণ একটা খবর। সাংবাদিক সাহেব এই মহান নিউজের জন্য Magsaysay Award এর দাবীদার। ধন্যবাদ প্রথম আলোকে...","","stronglyPositive",0.8234126329421998,"{""neutral"":0.0015465366886928678,""happy"":0.9978235960006714,""anger/disgust"":0.003429009346291423,""sadness"":0.002222386421635747,""surprise"":0.008974192664027214,""fear"":0.00039387887227348983}"
"অনেক বড় অন্যায়। কঠিন বিচার হওয়া উচিৎ।","","stronglyNegative",-0.7816728949546814,"{""neutral"":0.0013361107558012009,""happy"":0.003124294336885214,""anger/disgust"":0.20000874996185303,""sadness"":0.8936529755592346,""surprise"":0.0017697453731670976,""fear"":0.008533007465302944}"
"অপেক্ষার প্রয়োজন কিসের! বাড়ি না গেলেই হয়।","","weaklyNegative",-0.5998009204864502,"{""neutral"":0.011998455971479416,""happy"":0.0010582825634628534,""anger/disgust"":0.9687157869338989,""sadness"":0.020915409550070763,""surprise"":0.015955407172441483,""fear"":0.0004052862641401589}"
"অবস্থা বুঝে ব্যাবস্থা...","","neutral",-0.19052246809005738,"{""neutral"":0.6928049325942993,""happy"":0.01802186109125614,""anger/disgust"":0.16329419612884521,""sadness"":0.11212377995252609,""surprise"":0.013378547504544258,""fear"":0.01763228327035904}"
"অভিনন্দন","","stronglyPositive",0.9985157012939454,"{""neutral"":0.05693729966878891,""happy"":0.9655526876449585,""anger/disgust"":0.002644362859427929,""sadness"":0.0015099202282726765,""surprise"":0.0016303794691339135,""fear"":0.000502830371260643}"
"অমানবিক 😂😂😂😂😂 ভালো উদ্যোগ এবং সংস্কারের মানসিকতার অভাব😂😂 ঢাকার ভিতরে বিভিন্ন গুরুত্বপূর্ণ জায়গায় অন্তত ১০-১৫ টা অস্থায়ী টিকিট কাউন্টার স্থাপন করা দরকার ঈদের সময়। কে কার দু:খ বোঝে এই দুনিয়ায় 😂😂😂😂😂😂😂😂😂😂
 [PHOTO] https://external.fkhh1-1.fna.fbcdn.net/safe_image.php?w=330&h=300&url=https%3A%2F%2Fmedia1.tenor.co%2Fimages%2F85772cc9e023b6f8034fa176e46b6399%2Ftenor.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM%26itemid%3D11667710&ext=emg0&_nc_oe=7014f&_nc_sid=06c271&_nc_o2e=1&ccb=3-6&_nc_hash=AQH6pS9hjScU9waw","","weaklyNegative",-0.5981068134307861,"{""neutral"":0.05909983441233635,""happy"":0.05132614076137543,""anger/disgust"":0.24145424365997314,""sadness"":0.7906891107559204,""surprise"":0.07679551094770432,""fear"":0.07539601624011993}"
"অমানবিক সংকট সৃষ্টি করে রেলওয়ে। দূর্ণীতি ও অনিয়মে ভরপুর।","","stronglyNegative",-0.9999457359313965,"{""neutral"":0.0009162128553725779,""happy"":0.002228266792371869,""anger/disgust"":0.9794169068336487,""sadness"":0.24056148529052734,""surprise"":0.0031835290137678385,""fear"":0.003979566507041454}"
"অযোগ্যদের হাতে দেশ চললে ভোগান্তি কেবল বাড়বেই।","","stronglyNegative",-0.999946928024292,"{""neutral"":0.0005266396910883486,""happy"":0.0002267675445182249,""anger/disgust"":0.7802417874336243,""sadness"":0.7964619994163513,""surprise"":0.0008137891418300569,""fear"":0.08337152749300003}"
"অসাধারণ প্রতিভা।","","stronglyPositive",0.9999675273895265,"{""neutral"":0.0032306062057614326,""happy"":0.9882369637489319,""anger/disgust"":0.0013233355712145567,""sadness"":0.0002512073842808604,""surprise"":0.04916735738515854,""fear"":0.00007619630196131766}"
"অসাধারাণ কাজ করেছে মারুফ।ওকে ""ধৈর্যে"" নোবেল দেওয়া হোক","","weaklyPositive",0.5998034477233888,"{""neutral"":0.000934366777073592,""happy"":0.9980887770652771,""anger/disgust"":0.003456087550148368,""sadness"":0.0010837627341970801,""surprise"":0.002828294178470969,""fear"":0.00011582012666622177}"
"অসিম কুমার তালুকদার!! রেল টা বাদ গেলো না!!","","weaklyNegative",-0.5998143672943115,"{""neutral"":0.87861567735672,""happy"":0.017024477943778038,""anger/disgust"":0.06361223757266998,""sadness"":0.11200471222400665,""surprise"":0.03352562338113785,""fear"":0.014351067133247852}"
"অ্যাপ্স নাই এদের","","weaklyNegative",-0.5997528553009033,"{""neutral"":0.0016263129655271769,""happy"":0.0007562112296000123,""anger/disgust"":0.9857784509658813,""sadness"":0.057481151074171066,""surprise"":0.00201476295478642,""fear"":0.0009425265598110855}"
"আকাশের তারা গুনেন সিরিয়ালে দাড়ায় থাকা অবস্থায়, সময় কে কাজে লাগান দ্রুত সময় কাটবে।","","stronglyPositive",0.8034975767135621,"{""neutral"":0.8908564448356628,""happy"":0.24044321477413177,""anger/disgust"":0.00089213129831478,""sadness"":0.00037479132879525423,""surprise"":0.000418079667724669,""fear"":0.00023008798598311841}"
"আগামী ২৬-০৪-২০২২ তারিখের ঢাকা হতে ছেড়ে যাওয়া নীলসাগর ট্রেনের ০৪ টি এসি টিকেট মুলাডুলি (ঈশ্বরদী) হতে চিলাহাটি পর্যন্ত কেউ যাওয়ার থাকলে নিতে পারবেন, আমি মুলাডুলি নেমে যাবো তখন টিকেট হস্তান্তর করে দিবো। আগ্রহী কেহ থাকলে আমাকে জানাবেন, ধন্যবাদ।","","neutral",0.19990639686584474,"{""neutral"":0.9968733191490173,""happy"":0.004719215910881758,""anger/disgust"":0.0001292277593165636,""sadness"":0.00026499119121581316,""surprise"":0.00022877765877638012,""fear"":0.0002772551088128239}"
"আগে আবাল গুলা চুড় ছিল,তাই হইত ভয়ে যাত্রি রা ট্রেন আ যাতায়াত করত না,এখন তারা ডাকাত হয়ে গেছে,আস্থা বেড়েছে,ডাকাত দের,যাত্রীদের না,কেন যে বলদ গুলারে বাহিরে ছাইড়া রাখে,, বুঝলাম না,এইগুলার ত গ্রামের ক্ষেত খামার এর লোক এর জ্ঞান বুদ্ধি ও নাই,ওনাদের ত আত্তসম্মান আছে,এইগুলার তা ও নাই","","stronglyNegative",-0.9996734857559204,"{""neutral"":0.0062808748334646225,""happy"":0.012214011512696743,""anger/disgust"":0.8652812838554382,""sadness"":0.27600517868995667,""surprise"":0.029334578663110733,""fear"":0.09953278303146362}"
"আচ্ছা যারা এত কষ্ট করে টিকেট কাটেন তাদের কাছে আমার প্রশ্ন আপনাদের এলাকায় কি বিকল্প পরিবহণ ব্যবস্থা নেই যেমন বাস সার্ভিস?","","weaklyNegative",-0.5986684560775757,"{""neutral"":0.04346003755927086,""happy"":0.0031558419577777386,""anger/disgust"":0.2275107502937317,""sadness"":0.7774896621704102,""surprise"":0.025687409564852715,""fear"":0.05152545124292374}"
"আচ্ছা,সবার ট্রেনেই কেন জাইতে হবে? এত কারেন্ট কেন ভাই আমাদের?","","weaklyNegative",-0.5975541353225708,"{""neutral"":0.12961266934871674,""happy"":0.009718186222016811,""anger/disgust"":0.33868324756622314,""sadness"":0.39742106199264526,""surprise"":0.25709524750709534,""fear"":0.09120247513055801}"
"আজ এই যুদ্ধে জয়ী হয়ে বাসায় এসেছি","","stronglyPositive",0.9992201805114747,"{""neutral"":0.00033677328610792756,""happy"":0.9995009899139404,""anger/disgust"":0.0002480122202541679,""sadness"":0.000524613365996629,""surprise"":0.001071510836482048,""fear"":0.00004427942258189432}"
"আজ বাংলাদেশে আছি বলে এত্তো বিনোদন আমরা উপভোগ করি ✌️","","stronglyPositive",0.9999287366867067,"{""neutral"":0.00038410272100009024,""happy"":0.9992783665657043,""anger/disgust"":0.0004171292239334434,""sadness"":0.00042926412425003946,""surprise"":0.011643975041806698,""fear"":0.00004918642662232742}"
"আজ সকাল 7:30 am এ ছোট ভাই চাদের দেশে গেল চাঁদ দর্শন এ আর আমি সহজ app থেকে টিকেট কাটার জন্য login এর চেষ্টা করছিলাম, ঘন্টা ঘন্টা পেরিয়ে গেল, login না করতে পেরে রুমে গিয়ে দেখি ছোট ভাই বসে আছে, আমি তো অবাক ওকে জিঙগাসা করতেই বললো ও চাদের দেশে গিয়ে travel শেষ করে আবার পৃথিবীতে ফিরেও এসেছে। 🙄🙄🙄🙄","","neutral",-0.19994417428970337,"{""neutral"":0.01596851460635662,""happy"":0.01672598160803318,""anger/disgust"":0.005945092067122459,""sadness"":0.03154318779706955,""surprise"":0.9761825203895569,""fear"":0.06851352751255035}"
"আজকাল এসব লেবাস হলো ধান্দামি খোঁজার রাস্তা। অতএব এসব থেকে সাবধান। এদের কারণে সৎ লোকজনও আছেন কোণঠাসায়।","","stronglyNegative",-0.9986085891723633,"{""neutral"":0.004327734000980854,""happy"":0.005958212539553642,""anger/disgust"":0.39504843950271606,""sadness"":0.6238881349563599,""surprise"":0.014546334743499756,""fear"":0.6221062541007996}"
"আজব দেশে আজব কাজ।","","stronglyNegative",-0.9999216318130493,"{""neutral"":0.019157540053129196,""happy"":0.011598728597164154,""anger/disgust"":0.8499500155448914,""sadness"":0.032276399433612823,""surprise"":0.3223016858100891,""fear"":0.0032102528493851423}"
"আন লাইনে চোখের সামনে দেখলাম, যখন টিকিট সব শেষ হল, তখন থেকে কোন ধরনের সমস্যা ছাড়াই প্রতিবার লনইন করা গেল","","stronglyNegative",-0.9993160963058472,"{""neutral"":0.56437748670578,""happy"":0.31378182768821716,""anger/disgust"":0.04149167612195015,""sadness"":0.027869176119565964,""surprise"":0.2567822337150574,""fear"":0.011843880638480186}"
"আপনার কর্ম আপনাকে জান্নাত বা জাহান্নামে দিকে নিয়ে যাবে।ধর্ম প্রতিটি মানুষ বিশ্বাস করে।মৃত্যু পর তোমার কর্মের হিসাব দেওয়া লাগবে এটা বুঝলে -দুনীতি দমন কমিশন লাগবে না।","","stronglyNegative",-0.9996867179870605,"{""neutral"":0.021827753633260727,""happy"":0.032861560583114624,""anger/disgust"":0.6953871846199036,""sadness"":0.3610595762729645,""surprise"":0.02859184890985489,""fear"":0.27693915367126465}"
"আপনার বিনিয়োগ বা টাকা অন্য কাউকে দেওয়ার দরকার নেই, আপনাকে শুধু আপনার নিজের টাকা আপনার নিজের অ্যাকাউন্টে রাখতে হবে, আপনি যদি আপনার বিকাশে টাকা রাখেন তবে তা বাড়বে না কিন্তু আপনি যদি CAF এ টাকা রাখেন তবে তা বাড়বে। খুব দ্রুত.আপনাকে আপনার CAF অ্যাকাউন্ট নিবন্ধন করতে হবে এবং এই অ্যাকাউন্টে অর্থ জমা করতে হবে যাতে আপনি ট্রেডিং শুরু করতে পারেনWhatsapp : +447949162376","","neutral",0.1973854899406433,"{""neutral"":0.9892695546150208,""happy"":0.014253043569624424,""anger/disgust"":0.0014354329323396087,""sadness"":0.004106700420379639,""surprise"":0.003021706361323595,""fear"":0.0026618705596774817}"
"আপনারা আস্থা দেখেন, আর আমরা দেখি নিরুপায়। তীব্র যানজট, অব্যবস্থাপনা ও মৃত্যুঝুঁকিতে মানুষ নিরুপায় হয়ে ট্রেনমুখী হচ্ছে।","","stronglyNegative",-0.9997228622436524,"{""neutral"":0.0014383920934051275,""happy"":0.002118329517543316,""anger/disgust"":0.036296285688877106,""sadness"":0.970639705657959,""surprise"":0.010319164022803307,""fear"":0.3325234055519104}"
"আপনি টিকেট পেয়েছেন খুব ভাল কথা, আগে যারা টিকেট বের করে নিয়ে গেল তাদের কাছেও টিকেট আছে। তারাও তো নির্দিষ্ট দিনে ঐ সিটে যেয়ে বসে পড়বে তখন কি অবস্থা হবে একটু ভেবে দেখুন🤔🤔🤔","","weaklyNegative",-0.5997921705245972,"{""neutral"":0.07226648181676865,""happy"":0.02509157918393612,""anger/disgust"":0.056246593594551086,""sadness"":0.1873074769973755,""surprise"":0.04669911786913872,""fear"":0.865680992603302}"
"আপনি তো হেটে চলে আসতে পারতেন🙂","","weaklyNegative",-0.5613985538482666,"{""neutral"":0.6132395267486572,""happy"":0.024255141615867615,""anger/disgust"":0.08937156200408936,""sadness"":0.26130884885787964,""surprise"":0.03518607094883919,""fear"":0.022889815270900726}"
"আপনিকিতারভালবাসাকাচেহেরেগেন","","neutral",-0.100567626953125,"{""neutral"":0.7538905739784241,""happy"":0.09167315065860748,""anger/disgust"":0.11822053790092468,""sadness"":0.035663314163684845,""surprise"":0.037386879324913025,""fear"":0.02158813178539276}"
"আমরা উন্নত দেশের কাতারে। পৃথিবীর আর কোন দেশ কি আছে যেখানে ভ্রমনের টিকিট কিনতে মানুষকে রাত জেগে লাইনে দাড়ীয়ে থাকতে হয় এই ভাবে ?","","weaklyNegative",-0.5998856782913208,"{""neutral"":0.1736750453710556,""happy"":0.011138251051306725,""anger/disgust"":0.27785736322402954,""sadness"":0.5391790270805359,""surprise"":0.14700575172901154,""fear"":0.038954947143793106}"
"আমরা কি করতে পারি🙄🙄","","neutral",0.1999781608581543,"{""neutral"":0.9319982528686523,""happy"":0.004304623231291771,""anger/disgust"":0.009888735599815845,""sadness"":0.018070291727781296,""surprise"":0.0121340686455369,""fear"":0.06985986977815628}"
"আমরা ঢাকা থেকে বাসে করে ৩ ঘন্টায় চলে আসি ফেনি।","","neutral",-0.19998750686645508,"{""neutral"":0.6727127432823181,""happy"":0.3884124755859375,""anger/disgust"":0.001567338709719479,""sadness"":0.003779222723096609,""surprise"":0.04819360002875328,""fear"":0.0016837831353768706}"
"আমরা পাগলা জাতী","","weaklyNegative",-0.5646879196166992,"{""neutral"":0.15622805058956146,""happy"":0.17525868117809296,""anger/disgust"":0.2382781207561493,""sadness"":0.32783302664756775,""surprise"":0.04574471712112427,""fear"":0.02097214013338089}"
"আমরা বাঙালি জাতি আরো এগিয়ে যাব","","stronglyPositive",0.9996528863906862,"{""neutral"":0.002585642971098423,""happy"":0.9967831373214722,""anger/disgust"":0.000552952813450247,""sadness"":0.0003018852439709008,""surprise"":0.00024731442681513727,""fear"":0.00003452006421866827}"
"আমাদের অনলাইনভিত্তিক এই সমস্থ সেবমুলক সকল সিস্টেমের আরো বেশি প্রসার+উন্নয়ন করা উচিৎ।","","stronglyPositive",0.9988664865493775,"{""neutral"":0.22729013860225677,""happy"":0.8393469452857971,""anger/disgust"":0.007200339343398809,""sadness"":0.0039014883805066347,""surprise"":0.0016327323392033577,""fear"":0.000736657646484673}"
"আমাদের কপাল,,,😭","","weaklyNegative",-0.5781896352767943,"{""neutral"":0.0012608622200787067,""happy"":0.0005896090879105031,""anger/disgust"":0.0026763654313981533,""sadness"":0.9950177073478699,""surprise"":0.0009641727083362639,""fear"":0.0018523646285757422}"
"আমাদের দেশে যে মানুষ রুপি ছাগল আছে এইটাই তার প্রমাণ","","stronglyNegative",-0.9999523162841797,"{""neutral"":0.00015124039782676846,""happy"":0.00012002689618384466,""anger/disgust"":0.999569833278656,""sadness"":0.0032817504834383726,""surprise"":0.0003614290908444673,""fear"":0.00005012378824176267}"
"আমাদের মাননীয় রেলমন্ত্রীকে যদি এভাবে সিরিয়াল ধরে টিকিট কাটতে হতো। তাহলে হয়তো তিনি বুঝতে পারতেন উন্নয়নের ঠ্যালা সামলানো জাতির জন্য কত কষ্টের হচ্ছে ৷","","weaklyNegative",-0.556339406967163,"{""neutral"":0.00430109491571784,""happy"":0.005231443792581558,""anger/disgust"":0.37917929887771606,""sadness"":0.8711577653884888,""surprise"":0.005493839271366596,""fear"":0.03755177557468414}"
"আমার কাছ থেকেও টাকা কেটে নিসে টিকিট দেয়নি।😡","","weaklyNegative",-0.599802827835083,"{""neutral"":0.0038963027764111757,""happy"":0.0011248774826526642,""anger/disgust"":0.9735059142112732,""sadness"":0.07618531584739685,""surprise"":0.007086644880473614,""fear"":0.002841351553797722}"
"আমার কাছে এগুলো কোনো অর্জন মনে হয় না,এই ৩৮ ঘন্টা ভাইটি অন্য ভালো কোনো কাজে ব্যয় করতে পারত...","","weaklyNegative",-0.5956758975982666,"{""neutral"":0.026127547025680542,""happy"":0.021705249324440956,""anger/disgust"":0.04044152423739433,""sadness"":0.9436610341072083,""surprise"":0.008082219399511814,""fear"":0.005101790651679039}"
"আমার পাসেই ছিলেন উনি","","neutral",0.1999675512313843,"{""neutral"":0.5913294553756714,""happy"":0.40831144,""anger/disgust"":0.0002310004347236827,""sadness"":0.00024556281277909875,""surprise"":0.0006692777387797832,""fear"":0.000059312071243766695}"
"আমার প্রিয় নবীজীর লেবাসটাকে এই সকল কুলাঙ্গার অসম্মান করেই যাচ্ছে।। ধর্মপ্রাণ মুসলমানদের ধুঁকা দেওয়ার উত্তম পন্থা।","","stronglyNegative",-0.9998753547668457,"{""neutral"":0.00042089467751793563,""happy"":0.0017749007092788815,""anger/disgust"":0.996946394443512,""sadness"":0.015703605487942696,""surprise"":0.0014331376878544688,""fear"":0.0006026214687153697}"
"আমার সাথে পড়া চট্টগ্রাম পলিটেকনিক ইনস্টিটিউট এর ছাত্রকে প্রথম আলোর সাংবাদিক বলতেছে ঢাকা পলিটেকনিক এর ছাত্র 😄😄","","neutral",-0.19997518062591554,"{""neutral"":0.7699225544929504,""happy"":0.0373266376554966,""anger/disgust"":0.22266040742397308,""sadness"":0.07417099922895432,""surprise"":0.053530238568782806,""fear"":0.028219621628522873}"
"আমার সোনার বাংলা","","stronglyPositive",0.9971118688583376,"{""neutral"":0.10577747225761414,""happy"":0.9268770217895508,""anger/disgust"":0.005563505459576845,""sadness"":0.002926994813606143,""surprise"":0.0025407630018889904,""fear"":0.000842149427626282}"
"আমি ১ মিনিটের মধ্যে টিকেট কেটেছি আজ❤️! শুনতে অবিশ্বাস্য মনে হলেও এটা ই সত্যি।","","stronglyPositive",0.9996171712875368,"{""neutral"":0.017966218292713165,""happy"":0.4870814383029938,""anger/disgust"":0.0012786734150722623,""sadness"":0.004703260492533445,""surprise"":0.9501563310623169,""fear"":0.004134657327085733}"
"আমি আজ পাঁচ ঘন্টায় পেয়েছি৷","","weaklyPositive",0.5709029912948609,"{""neutral"":0.0006639152416028082,""happy"":0.9991412162780762,""anger/disgust"":0.00025267095770686865,""sadness"":0.00033003880525939167,""surprise"":0.008287474513053894,""fear"":0.0000693016845616512}"
"আমি কি বাড়ি যাবো না 🙄 একটা টিকিট দাও কেউ।","","neutral",-0.19998874664306643,"{""neutral"":0.21834911406040192,""happy"":0.002486939076334238,""anger/disgust"":0.016043292358517647,""sadness"":0.35126492381095886,""surprise"":0.018642853945493698,""fear"":0.47116580605506897}"
"আমি কু# বা# মারুফ ভাবছিলাম","","neutral",-0.10011372566223145,"{""neutral"":0.9708074331283569,""happy"":0.004537283908575773,""anger/disgust"":0.0022171849850565195,""sadness"":0.0057720886543393135,""surprise"":0.01639612577855587,""fear"":0.0016182285035029054}"
"আমি নওগাঁ জেলার আত্রাই থানা থেকে বলছি। আমার স্টেশনের নাম আহসানগঞ্জ। এখানে প্রতিনিয়ত অনলাইনে টিকিট কালোবাজারি মাধ্যমে বিক্রি হয়। যা ঈদের সময় বহুগুণ বেড়ে যায়। আমরা যারা ঢাকা থেকে বাড়িতে ঈদ করার জন্য আসি অথবা বিভিন্ন সময় আসি তাদের ঢাকা ফেরত যেতে খুব ভোগান্তি পোহাতে হয়। টিকিটের দ্বিগুণ দাম দিয়ে কালোবাজারির মাধ্যমে টিকিট কিনতে হয় কোন উপায় না পেয়ে।আহসানগঞ্জ স্টেশন 20-22 জনের একটি কালোবাজারি চক্র আছে। যারা প্রতিনিয়ত টিকিট কালোবাজারির সাথে জড়িত। স্টেশন কর্তৃপক্ষ এবং আত্রাই থানা যা অবগত আছে। থানা কর্তৃপক্ষের কাছে বহুবার অভিযোগ দেওয়ার পরেও তারা বলেছে যে দেখবে কিন্তু কোন উন্নতি হয় নাই।আপনার নিকটস্থ নাটোর এবং বাগমারা রেপিট অ্যাকশন ব্যাটেলিয়ান দৃষ্টি আকর্ষণ করছি। আমরা এই কালোবাজারি হাত থেকে মুক্তি চাই।আশাকরি কমেন্টের মাধ্যমে আপনারা দেখতে পাবেন এবং কোন একটা ব্যবস্থা গ্রহণ করবেন যা সাধারন পাবলিকের জন্য ভালো হয়।","","stronglyNegative",-0.9932449579238891,"{""neutral"":0.00509751308709383,""happy"":0.028777815401554108,""anger/disgust"":0.4775606095790863,""sadness"":0.8535216450691223,""surprise"":0.01739095337688923,""fear"":0.3100634217262268}"
"আমি নিজেই ৪ টা থেকে১১ টা পর্যন্ত লাইনে দাঁড়িয়ে টিকিট পাইনি","","weaklyNegative",-0.5999297380447388,"{""neutral"":0.0033745013643056154,""happy"":0.0003996018785983324,""anger/disgust"":0.005884266924113035,""sadness"":0.9880446791648865,""surprise"":0.003250646172091365,""fear"":0.023513104766607285}"
"আমি পরপর দুইদিন অনলাইনে মোবাইল নিয়ে ঘণ্টার পর ঘণ্টা চেষ্টা করেও টিকেট কাটতে পারি নাই । আহা উন্নয়ন","","weaklyNegative",-0.5992680549621582,"{""neutral"":0.001267791842110455,""happy"":0.0012723227264359593,""anger/disgust"":0.015023269690573215,""sadness"":0.9925210475921631,""surprise"":0.0022675595246255398,""fear"":0.008774753659963608}"
