"paragraph","message","polarity_class","polarity_score","emotion"
"একবার জুমার পর নিউমার্কেট এলাকায় বিরিয়ানির দোকানে গেলাম খেতে। খাবার মাঝপথে দেখলাম এক ছেলের সাথে দোকানির বিশাল ক্যাচল লেগেছে। ঘটনা হলো, ছেলেটা খেয়ে টাকা দিবে না। সে তাকে দেখে নেবার হুমকি দিয়ে বড় ভাইকে কল দিয়ে দোকানির হাতে ফোন তুলে দিলো। দোকানি বলতে লাগল, 'ভাই, দুদিন পর পর যদি এমন খেয়ে টাকা না দিয়ে যায় আমার ব্যবসা তো লাটে উঠব! কতোই বা আর কামাই! আর সে খাইতে আসছে ভালো কথা, অন্তত ফাঁকা টাইমে আসত। জুমার পর পর এখন হলো কাস্টমার আসার মূল সময়। দোকানে ভীড়। ছোট দোকানে আমি সব কাস্টমার জায়গা দিতে পারি না। এমন সময় কেন এলো? আসলে পরে আসতো...' এভাবে দোকানী ওপ্রান্তের নেতাকে অসহায়ভাবে কথাগুলো বলতে লাগলেন। সেদিন আমি প্রচন্ড অবাক হয়েছিলাম। মানুষ এমনও করে? এটা কোনদিন আমার ভাবনায় ছিল না। সবচে বড় কথা, এমন ফকিন্নি কারবার করতে গিয়ে ছেলেটা বিন্দুমাত্র লজ্জিত হচ্ছিল না। বরং পারলে দোকানি মারতে যাবে এমন অবস্থা। যেন তিনি পাওনা টাকা চেয়ে বিরাট ভুল করেছেন। আমার তখন বারবার নবীজির সেই হাদীসটা মনে পড়তে লাগল, যদি তোমার লজ্জা না থাকে তবে যা খুশি করতে পারো।","","stronglyNegative",-0.9997615337371826,"{""neutral"":0.0056504434905946255,""happy"":0.020751241594552994,""anger/disgust"":0.5472397804260254,""sadness"":0.5701056122779846,""surprise"":0.19731301069259644,""fear"":0.2900846600532532}"
"একেবারে খুব ভালো কাজ করছে মিত্যুকের দল!সটিক রিপোর্ট যত লোখাবে সাধারণ মানুষ তোমাদের প্রতি আস্তা হারাবে।গাছ লাগাবে ফল খাবে না তা কি করে হয়!?।আজকাল সব সিসিটিভি ফুটেজ রেকর্ড থেকে যায়।তোমারা মানুষকে এত বোকা বানানোর দিন শেষ!?","","stronglyNegative",-0.9991545438766479,"{""neutral"":0.0017919675447046757,""happy"":0.010572358965873718,""anger/disgust"":0.9708608984947205,""sadness"":0.0960143506526947,""surprise"":0.018085088580846786,""fear"":0.010102210566401482}"
"এখন কত ড্রামা হবে। ভীষণ বিরক্তি লাগে এখন এসব দেখলে। ছাত্রদের নিয়ে এসব রাজনীতি এবার অন্তত বন্ধ করুন। নিজেদের অপরাধ স্বীকার করুন।","","stronglyNegative",-0.9991131544113159,"{""neutral"":0.0003166258102282882,""happy"":0.0008944080909714103,""anger/disgust"":0.9970259070396423,""sadness"":0.030405757948756218,""surprise"":0.0008380867657251656,""fear"":0.001669195364229381}"
"এখন কত হাজার,কত শত জনের নামে মামলা করে এটা দেখতে চাই","","stronglyNegative",-0.9998397111892701,"{""neutral"":0.06662343442440033,""happy"":0.00791754387319088,""anger/disgust"":0.8802109360694885,""sadness"":0.06573683768510818,""surprise"":0.06431203335523605,""fear"":0.009980276226997375}"
"এখন ছাত্র আর ছাত্র নাই, তারা হচ্ছে সন্ত্রাসী।","","stronglyNegative",-0.9999421596527099,"{""neutral"":0.0002541651192586869,""happy"":0.00017056350770872086,""anger/disgust"":0.9968396425247192,""sadness"":0.021642930805683136,""surprise"":0.000307711394270882,""fear"":0.00024029506312217563}"
"এখন বলতে হবে এদেশের সাথে ঐ দেশের সংঘর্ষ","","weaklyNegative",-0.5984089851379395,"{""neutral"":0.080959253013134,""happy"":0.004496178589761257,""anger/disgust"":0.8540248870849609,""sadness"":0.09321687370538712,""surprise"":0.02755957655608654,""fear"":0.019820794463157654}"
"এখনো চেতনাবাজদের চেতনা দাড়ায়নি??","","weaklyNegative",-0.5994383573532105,"{""neutral"":0.002281778259202838,""happy"":0.0007040100172162056,""anger/disgust"":0.9850606322288513,""sadness"":0.031231265515089035,""surprise"":0.004535913933068514,""fear"":0.002571689896285534}"
"এখান থেকেই বুঝা যাচ্ছে ব্যাবসায়ীরা মিথ্যা বলছে, টাকা না দিয়ে চলে যাচ্ছে এটা সবচেয়ে বড় মিথ্যা","","stronglyNegative",-0.999928641319275,"{""neutral"":0.003918914590030909,""happy"":0.0023227569181472063,""anger/disgust"":0.9692823886871338,""sadness"":0.08697809278964996,""surprise"":0.003034026362001896,""fear"":0.002258369466289878}"
"এখানে কোন দল টোকাই বোঝার কোন উপায় নাই।","","weaklyNegative",-0.599781060218811,"{""neutral"":0.16842441260814667,""happy"":0.003875026712194085,""anger/disgust"":0.6236026883125305,""sadness"":0.12668755650520325,""surprise"":0.019274886697530746,""fear"":0.004535067826509476}"
"এখানে বহিরাগতরা (বিম্পি-জামাত) উস্কানী দিয়ে এমনটা করাচ্ছে ।যারা আজ হামলা শুরু করেছে তাদের ফুটেজ বের করলেই দেখা যাবে।","","stronglyNegative",-0.9994408369064331,"{""neutral"":0.006324230693280697,""happy"":0.004706084728240967,""anger/disgust"":0.9228965044021606,""sadness"":0.1454755961894989,""surprise"":0.012449366971850395,""fear"":0.11022892594337463}"
"এখানে বিএনপি আর জামাতের লোকজন যখন সরকারবিরোধী কাজে মদদ দিবে তখনই আন্দোলন ভিন্নখাতে প্রবাহিত হবে। ওদের জন্য ছাত্রদের বহু আন্দোলন ব্যর্থ হয়েছে। সরকার জামাত বিএনপির কথা বলে ছাত্রদের দমন করেছে। তাই যারা সরকার বিরোধী মন্তব্য করছে নিজেদের ফায়দা লুটতে এদের লাথি মারতে হবে। ছাত্রদের আন্দোলন ছাত্রদের মধ্যই সীমাবদ্ধ রাখতে হবে।","","weaklyNegative",-0.5998091697692871,"{""neutral"":0.004358343314379454,""happy"":0.011409139260649681,""anger/disgust"":0.9474387168884277,""sadness"":0.17762050032615662,""surprise"":0.010625593364238739,""fear"":0.033311162143945694}"
"এখানে মূল কথাটি গোপন রাখা হয়েছে অর্থাৎ গত কাল আমি এই খবরটি পড়েছিলেম তাতেই স্পষ্টই লিখা ছিল কলেজের আওয়ামলীগের সম্বভতই ছাত্র লীগের কিছু নেতা কর্মীদের সাথেই বিভিন্ন সময়েই চাঁদাবাজীর জন্যই মূলত এই সংঘর্ষ ঘটেছিলো ।ব্যবসায়ীদের কথা বিক্রী হোক আর না হোক তারা আর কত কাল এই ভাবেই বিভিন্ন দিনের উপলক্ষেই(ঈদ, পূজা...ইত্যাদি) চাঁদা দিয়ে যাবেন সুতরাং এর একটি সমাধানের প্রয়োজন বা অবৈধ মূলক এই ব্যবসা বন্ধ করিতে হইবে ।প্রশ্ন হচ্ছে এই অতি গুরুত্বপূর্ণ অংশটি উহ্য রেখেই ভিন্ন অন্য কোন দিকেই নির্দেশন দিতেই বি বি সি প্রতিপক্ষ কেন এত আগ্রহী তা বোধ গম্য নয় । আর জেনে শুনেই কোন কিছু গোপন রাখার অর্থই যখন সহায়ক ও প্রশ্রয় দাতা হিসাবেই যুক্ত থাকা তখন তাদের(বি বি সির)সততার প্রসঙ্গেই প্রশ্ন উঠবে এটাও স্বাভাবিক ।","","weaklyNegative",-0.5998655796051025,"{""neutral"":0.00895562395453453,""happy"":0.022347943857312202,""anger/disgust"":0.8603662848472595,""sadness"":0.3323136568069458,""surprise"":0.030643638223409653,""fear"":0.1290694624185562}"
"এগুলা কখনো কাম্য নয়, যারা আজকে ছাত্রছাত্রী তারাআগামী দিন শিক্ষাদীক্ষা শেষ করে ব্যবসা বানিজ্য করবেন। আবার যারা ব্যবসায়ী তাদেরই সন্তান গুলো হচ্ছে ছাত্রছাত্রী, তাদের মধ্য সম্পর্ক হচ্ছে বাবা তুল্য,ভাই তুল্য। অযোচিত নৈতিকতা ও মূল্যবোধ ধ্বংস করে এই কাজ গুলা করা মোটেও ঠিক না।দোষ ত্রুটি সবার ওই থাকবে তবে তা আইনের মধ্যে সীমাবদ্ধ রেখে সমাধান করে চলতে হবে।বরং আমরা আইন নিজের হাতে তুলে নিয়ে ঝগড়া বিবাধে লিপ্ত হই। এতে রাষ্ট্রের প্রতি আমাদের কি দায়ব্ধতা থাকল??","","stronglyNegative",-0.9995533227920532,"{""neutral"":0.005873824469745159,""happy"":0.024005336686968803,""anger/disgust"":0.8015234470367432,""sadness"":0.6289174556732178,""surprise"":0.024166053161025047,""fear"":0.1081199124455452}"
"এগুলা মিথ্যাচার এরা হচ্ছে জামাত শিবিরের লোক","","stronglyNegative",-0.9996564865112305,"{""neutral"":0.0027964035980403423,""happy"":0.0006872938829474151,""anger/disgust"":0.9802204370498657,""sadness"":0.029817305505275726,""surprise"":0.0012634943705052137,""fear"":0.0010898010805249214}"
"এগুলা মেনে নেওয়া যায় না, মাননীয় স্পিকার আমরা এর তিব্র নিন্দা জানাই","","stronglyNegative",-0.9998916864395142,"{""neutral"":0.0028672278858721256,""happy"":0.002301574917510152,""anger/disgust"":0.14969263970851898,""sadness"":0.7822763323783875,""surprise"":0.0036149672232568264,""fear"":0.3118235170841217}"
"এগুলা সব প্রাচিন কালের লটের মাল যা না পুড়ালে পরিবেশ দুষিত হবে। ।। তাই ব্যবসায়ী রাই এই কাজের সাথে জড়িত।।তারা সুযোগের সত ব্যবহার করছে।।","","stronglyNegative",-0.9998296022415161,"{""neutral"":0.04993494972586632,""happy"":0.03060717135667801,""anger/disgust"":0.479579895734787,""sadness"":0.4591589868068695,""surprise"":0.04488186538219452,""fear"":0.3020932376384735}"
"এগুলো বাড়াবাড়ি ছাড়া আর কিছু নয়......","","stronglyNegative",-0.9873281478881836,"{""neutral"":0.00035702710738405585,""happy"":0.00016568656428717077,""anger/disgust"":0.9972545504570007,""sadness"":0.009117405861616135,""surprise"":0.00030960055300965905,""fear"":0.00007809419912518933}"
"এগুলো মিথ্যাচার । ছাত্রলীগের কেউ কখনো সন্ত্রাসী কর্মকাণ্ড করতে পারে না । সব বিএনপি জামাতের ষড়যন্ত্র । এরা অনুপ্রবেশকারী 😂ছাত্রলীগের বদনাম করতে ষড়যন্ত্র করছে বিরোধী পক্ষ । সোনার ছেলেরা এসব করতেই পারে না,, এগুলো অসম্ভব ।🥴🥴🥴","","weaklyPositive",0.5990421295166016,"{""neutral"":0.01604786328971386,""happy"":0.01702754944562912,""anger/disgust"":0.9040583372116089,""sadness"":0.22165125608444214,""surprise"":0.03275156766176224,""fear"":0.04786210507154465}"
"এগুলো মেনে নেয়ার মতো নয়,,ফ্যাসাদ করে কারা আর মরে কারা,,আহারে এতটুকু বয়সে সংসারের বোঝাটা কাধে নিয়েছিলো,,শেষ রক্ষা টা হোলো না নরপশুদের জন্য।","","stronglyNegative",-0.9999395847320557,"{""neutral"":0.0016859526513144374,""happy"":0.003759742248803377,""anger/disgust"":0.5471433997154236,""sadness"":0.8393184542655945,""surprise"":0.010980633087456226,""fear"":0.025516977533698082}"
"এগুলোকে উলঙ্গ করে পেটানো দরকার, এ ব্যবসায়িক গুলো অনেক বেড়ে গেছে।","","stronglyNegative",-0.9999078512191772,"{""neutral"":0.0010980801889672875,""happy"":0.0010892401915043592,""anger/disgust"":0.9857097864151001,""sadness"":0.03706461936235428,""surprise"":0.0020968455355614424,""fear"":0.0035872652661055326}"
"এজন্যই কলেজের জমির লিজ বাতিল করে দোকান / মল বন্ধ করা উচিৎ ।","","weaklyNegative",-0.5808589458465576,"{""neutral"":0.005727758631110191,""happy"":0.00042684946674853563,""anger/disgust"":0.9931464791297913,""sadness"":0.0041343094781041145,""surprise"":0.0015583883505314589,""fear"":0.00022480185725726187}"
"এটা কি মানা যায় ???কিন্তু ভাই মামলা তো অলরেডি বিএনপির নামে হইছে।","","stronglyNegative",-0.9998239755630494,"{""neutral"":0.006845911033451557,""happy"":0.001884491415694356,""anger/disgust"":0.4016556441783905,""sadness"":0.6644061207771301,""surprise"":0.04025564715266228,""fear"":0.06784038990736008}"
"এটা কোনো কথা খেয়ে টাকা দিবেনা,,,,তাও আবার স্টুডেন্টরা,,,,,অবশ্যই অই স্টুডেন্টদের সাথে খারাপ আচরণ করা হইছে","","stronglyNegative",-0.9999498844146728,"{""neutral"":0.0015043482417240739,""happy"":0.002622409723699093,""anger/disgust"":0.9668989181518555,""sadness"":0.17120586335659027,""surprise"":0.0033611725084483624,""fear"":0.002623631153255701}"
"এটা খুবই গুডনিউজ এতে হতাশ হবার কিছুই নেই যেমন কর্ম তেমন ফল","","stronglyPositive",0.9999231100082399,"{""neutral"":0.0015665441751480103,""happy"":0.9980795383453369,""anger/disgust"":0.00191106169950217,""sadness"":0.0034879690501838923,""surprise"":0.004050121642649174,""fear"":0.00028360445867292583}"
"এটা টোকাই রা করেছে","","weaklyNegative",-0.5989311218261719,"{""neutral"":0.0090480400249362,""happy"":0.0009755567880347371,""anger/disgust"":0.9670973420143127,""sadness"":0.03248899057507515,""surprise"":0.0032387697137892246,""fear"":0.0019459391478449106}"
"এটা ঢাকা কলেজ না হয়ে যদি ঢাকা মাদ্রাসা হতো তাহলে এতক্ষণে চারিদিকে শুুধু লাশ আর লাশ দেখতে পেতেন, কত মায়ের বুক খালি হতো আমরা কেও জানতাম না, আর দেশের দালাল মিডিয়াগুুলো এবং শিক্ষিত সমাজ বলতো মাদ্রাসায় লেখাপড়া হয় না ওখানে জঙ্গি ট্রেনিং চলে অতএব দেশের সব মাদ্রাসা গুুলো বন্ধ করা হোক।","","stronglyNegative",-0.9998826265335083,"{""neutral"":0.0015225614188238978,""happy"":0.0017197709530591965,""anger/disgust"":0.9756009578704834,""sadness"":0.11993218958377838,""surprise"":0.005171348340809345,""fear"":0.027144508436322212}"
"এটা নিজেদের সাজানো নাটক","","weaklyNegative",-0.598364496231079,"{""neutral"":0.027558594942092896,""happy"":0.00915200263261795,""anger/disgust"":0.9248895049095154,""sadness"":0.05093963071703911,""surprise"":0.05484684929251671,""fear"":0.00644210260361433}"
"এটা যদি ঢাকা কলেজ না হয়ে "" ঢাকা মাদ্রাসা "" নামের কিছু হত তাহলে এতক্ষণে পুলিশের গুলিতে কতজন ছাত্রের লাশ পড়তো কল্পনা করতে পারেন? আর সাংবাদিক - বুদ্ধিজীবি গণ টকশো গরম করে ফেলতেন যে এই কথিত ""ঢাকা মাদ্রাসা "" সহ সারা দেশের মাদ্রাসাগুলো কেন বন্ধ করা হচ্ছেনা।","","stronglyNegative",-0.9998557090759277,"{""neutral"":0.009829484857618809,""happy"":0.006508347578346729,""anger/disgust"":0.8135966062545776,""sadness"":0.30633723735809326,""surprise"":0.06419884413480759,""fear"":0.1623818427324295}"
"এটা যদি মাদ্রাসা ছাত্ররা করতো তাহলে দেশের সব মিডিয়া এটাকে জঙ্গি হামলা বলে চালিয়ে দিতো। আর চেতনাবাজরা মাদ্রাসা নিষিদ্ধের দাবীতে আইন পাশ করার দাবী জানাতো।","","stronglyNegative",-0.9866087198257446,"{""neutral"":0.009081410244107246,""happy"":0.004457700066268444,""anger/disgust"":0.9570822715759277,""sadness"":0.07673555612564087,""surprise"":0.011958585120737553,""fear"":0.01892738975584507}"
"এটাই আমারো জিজ্ঞেসা, সবাই জানেন কিনতু মুখ খুলবেন না আনেকেই, এটা নতুন ঘটনা নয়, এটাকে সমাধান আগে করতে হবে, তৃতীয় পক্ষের সন্ধান বের করতে পারলেই খেলা ‌শেষ","","weaklyNegative",-0.5998510360717773,"{""neutral"":0.046612441539764404,""happy"":0.014237695373594761,""anger/disgust"":0.38292208313941956,""sadness"":0.6160445213317871,""surprise"":0.027181806042790413,""fear"":0.3220914602279663}"
"এটাই তো সমস্যা।দুই বছর ভালো ভাবে ব্যবসা করতে পারেনি জন্য এই বছর সব পণ্যের দাম সাত/আট গুণ বৃদ্ধি করেছে?","","weaklyNegative",-0.5979430198669433,"{""neutral"":0.03920659050345421,""happy"":0.009581238962709904,""anger/disgust"":0.6677493453025818,""sadness"":0.5107594728469849,""surprise"":0.0943162590265274,""fear"":0.030206631869077682}"
"এটার জন্য অবশ্যই ধন্যবাদ দিলাম।","","weaklyPositive",0.5995157480239869,"{""neutral"":0.00040866268682293594,""happy"":0.9994766116142273,""anger/disgust"":0.0001793012925190851,""sadness"":0.00025575223844498396,""surprise"":0.0005471354816108942,""fear"":0.000013051188034296501}"
"এটার সুত্রপাত এ যারা যারা জড়িত তাদের খুনের দায়ে বিচারের আওতায় আনা হোক।","","stronglyNegative",-0.9998831033706665,"{""neutral"":0.011448278091847897,""happy"":0.0028864420019090176,""anger/disgust"":0.9400103092193604,""sadness"":0.05972488969564438,""surprise"":0.0025708863977342844,""fear"":0.008374503813683987}"
"এটি শিক্ষা বিষয়ক এলাকা। এখান থেকে নিউ মার্কেট সহ সকল বাজার অন্যত্র সরিয়ে নেয়া হোক।","","weaklyPositive",0.5682492733001709,"{""neutral"":0.8786504864692688,""happy"":0.00860285758972168,""anger/disgust"":0.050201140344142914,""sadness"":0.045279376208782196,""surprise"":0.0018579987809062004,""fear"":0.004453759174793959}"
"এডিসি হারুনের প্রত্যাহার চাই ✌️সে রাজনৈতিক বা যৌক্তিক আন্দোলনেও পুলিশি হামলা চালায়। এই ডাকাত আগে ছিল ছাত্রলীগের ক্যাডার, বর্তমানে পুলিশলীগের ক্যাডার।","","stronglyNegative",-0.9996001958847046,"{""neutral"":0.0005360699142329395,""happy"":0.0009107379009947181,""anger/disgust"":0.9971370697021484,""sadness"":0.013445131480693817,""surprise"":0.001803872874006629,""fear"":0.0011761451605707407}"
"এডিসি হারুনের বিচার চাই। নিউমার্কেটের ব্যবসায়ী নামক টোকাইদের কাছ থেকে টাকা খেয়ে টোকাইদের মত আচরণ করা পুলিশদের বিচার চাই!","","stronglyNegative",-0.9956419706344605,"{""neutral"":0.0030664955265820026,""happy"":0.003547650994732976,""anger/disgust"":0.9802477955818176,""sadness"":0.05405436456203461,""surprise"":0.004872641991823912,""fear"":0.007256200537085533}"
"এত ইট পেলো কোথায় ?","","neutral",-0.19998505115509035,"{""neutral"":0.13655275106430054,""happy"":0.00509584741666913,""anger/disgust"":0.007560460362583399,""sadness"":0.0014585504541173577,""surprise"":0.912944495677948,""fear"":0.002291460055857897}"
"এতো ইট পাটকেল পায় কই","","stronglyNegative",-0.9998114109039307,"{""neutral"":0.037571873515844345,""happy"":0.001195239368826151,""anger/disgust"":0.8879533410072327,""sadness"":0.0076644099317491055,""surprise"":0.17352600395679474,""fear"":0.003296471433714032}"
"এতো শিক্ষা(ঢাবি, ঢাকা কলেজ, হোম ইকোনোমিকস ইডেন,) প্রতিষ্ঠান এর মধ্যে এই একটু নিউমার্কেট সরিয়ে নেওয়ার দাবি জানাচ্ছি।।","","weaklyPositive",0.5930949926376343,"{""neutral"":0.04345611110329628,""happy"":0.00949467346072197,""anger/disgust"":0.8243727087974548,""sadness"":0.23536378145217896,""surprise"":0.02047201618552208,""fear"":0.03368477523326874}"
"এতো সহজেই তো খুলতে দেয়া হবে না মার্কেট। টোকাইদের নিজেদের ঝগড়া কেন এতদূর গড়ালো তার জবাব কেউ দিবে না, মার্কেট বন্ধ থাকবে এটাই তার উৎকৃষ্ট জবাব।","","weaklyNegative",-0.5997978210449219,"{""neutral"":0.01135376375168562,""happy"":0.013679823838174343,""anger/disgust"":0.9088567495346069,""sadness"":0.20442715287208557,""surprise"":0.024727627635002136,""fear"":0.024075334891676903}"
"এদের একটা কেও দেখে বুজা যাচ্চে না এরা কলজের ছাএ","","stronglyNegative",-0.999898362159729,"{""neutral"":0.009357905946671963,""happy"":0.006544995121657848,""anger/disgust"":0.7748815417289734,""sadness"":0.36522871255874634,""surprise"":0.009349740110337734,""fear"":0.007608057931065559}"
"এদের চেহারা মানুষের মতো হলেও এরা হায়েনা... মানুষরুপী পশু।","","stronglyNegative",-0.9999305009841919,"{""neutral"":0.00031841121381148696,""happy"":0.003523525781929493,""anger/disgust"":0.988013505935669,""sadness"":0.5778406262397766,""surprise"":0.0007024066289886832,""fear"":0.03008928708732128}"
"এদের মতো ব্যবসায়ীদের বিরুদ্ধে সংবাদিকদের ও দাড়ানো উচিৎ","","stronglyNegative",-0.9999196767807007,"{""neutral"":0.0024381843395531178,""happy"":0.0024847679305821657,""anger/disgust"":0.9881258010864258,""sadness"":0.018506065011024475,""surprise"":0.0010595249477773905,""fear"":0.0018235779134556651}"
"এদের মস্তিষ্ক বিলুপ্ত প্রায়,","","stronglyNegative",-0.9994119167327881,"{""neutral"":0.010775699280202389,""happy"":0.0011325895320624113,""anger/disgust"":0.0004688996123149991,""sadness"":0.9857150912284851,""surprise"":0.0059206788428127766,""fear"":0.020496681332588196}"
"এদেশে কে কার কাছে বিচার চাইবে? এজন্যই তো এখন মানুষ বিচার চায় না ।","","stronglyNegative",-0.9999244451522827,"{""neutral"":0.015547114424407482,""happy"":0.003285569604486227,""anger/disgust"":0.22929242253303528,""sadness"":0.8368697166442871,""surprise"":0.014727084897458553,""fear"":0.07287272810935974}"
"এদেশে মানুষের জীবনের দাম সবচেয়ে সস্তা। এর দায় রাষ্ট্রকেই নিতে হবে।","","stronglyNegative",-0.9997780084609985,"{""neutral"":0.0037269280292093754,""happy"":0.001734886784106493,""anger/disgust"":0.3003801703453064,""sadness"":0.7859295010566711,""surprise"":0.0060907029546797276,""fear"":0.14191050827503204}"
"এবার ঈদে দয়া করে সবাই মিলে নিউমার্কেট কে বয়কট করেন ।দেখবেন যার যার অবস্থান থেকে সবাই একেবারে সোজা হয়ে যাবে । জনতার হাতিয়ার একতা । যা প্রয়োগ করতে কোন সংঘর্ষের প্রয়োজন হয় না ।","","weaklyPositive",0.5938696861267091,"{""neutral"":0.18280905485153198,""happy"":0.6796037554740906,""anger/disgust"":0.2521209418773651,""sadness"":0.03425239771604538,""surprise"":0.018049219623208046,""fear"":0.0076060532592237}"
"এবার কিছুটা হলেও নিউমার্কেট এর দোকানিরা মানুষের সাথে ভাল ব্যবহার করবে,এতে কিছুটা হলেও শিক্ষা হবে।","","weaklyPositive",0.5999740600585939,"{""neutral"":0.011033356189727783,""happy"":0.9853061437606812,""anger/disgust"":0.0032423846423625946,""sadness"":0.017542004585266113,""surprise"":0.0014371316647157073,""fear"":0.0010667837923392653}"
"এবার বুঝলাম, রাতে আমাদের দেশের SUPER POWER-10G নেটওয়ার্ক টা Slow ছিলো কেনো,,,,,,,","","neutral",-0.130903160572052,"{""neutral"":0.44072309136390686,""happy"":0.015135589987039566,""anger/disgust"":0.3361507058143616,""sadness"":0.26112276315689087,""surprise"":0.132573664188385,""fear"":0.036681387573480606}"
"এভাবে আর কতো মানুষ খুন হবে😪😪","","stronglyNegative",-0.9999298810958862,"{""neutral"":0.005245550069957972,""happy"":0.0013196850195527077,""anger/disgust"":0.8064098954200745,""sadness"":0.31519949436187744,""surprise"":0.009045813232660294,""fear"":0.038810402154922485}"
